index,Angle,Porosity,Surface_Area,Permeability_X,,,0.119982935,22.465265
1804,170,61.58294678,5628,6.1964693,,,,
1805,180,61.53869629,5495,5.221746,,,,
1806,0,66.50848389,8106,5.162206,,,,
1807,10,66.9128418,7966,4.751525,,,,
1808,20,66.65344238,7977,3.106187,,,,
1809,30,66.00952148,7969,2.106317,,,,
1810,40,65.53039551,7402,1.5186485,,,,
1811,50,65.75469971,7451,1.0112826,,,,
1812,60,65.83099365,7904,0.58767134,,,,
1813,70,66.48406982,7958,0.53132856,,,,
1814,80,66.66870117,8068,0.4817392,,,,
1815,90,66.47491455,8113,0.44147807,,,,
1816,100,66.88995361,7975,0.43731198,,,,
1817,110,66.65039063,7990,0.62117845,,,,
1818,120,65.98358154,7967,0.72345114,,,,
1819,130,65.48461914,7414,0.9552035,,,,
1820,140,65.70892334,7452,2.1131406,,,,
1821,150,65.85540771,7888,2.6005266,,,,
1822,160,66.52526855,7970,3.1254215,,,,
1823,170,66.68701172,8064,3.9495456,,,,
1824,180,66.38031006,8127,5.0180826,,,,
1825,,,,34.576847,,,,
1826,,,,15.330068,,,,
1827,,,,2.0794647,,,,
1828,,,,2.6239078,,,,
1829,,,,4.8900766,,,,
1830,,,,14.415709,,,,
1831,,,,20.071497,,,,
1832,,,,23.189365,,,,
1833,,,,34.40905,,,,
1834,,,,18.803623,,,,
1835,,,,17.013216,,,,
1836,,,,21.06666,,,,
1837,,,,1.394641,,,,
1838,,,,0.8621027,,,,
1839,,,,2.0509696,,,,
1840,,,,18.60884,,,,
1841,,,,31.793163,,,,
1842,,,,12.26119,,,,
1843,,,,41.20269,,,,
1844,,,,12.022792,,,,
1845,,,,11.276717,,,,
1846,,,,20.5371,,,,
1847,,,,9.888838,,,,
1848,,,,1.4312707,,,,
1849,,,,1.362221,,,,
1850,,,,3.9083052,,,,
1851,,,,15.880509,,,,
1852,,,,58.096134,,,,
1853,,,,15.550391,,,,
1854,,,,13.804161,,,,
1855,,,,23.466906,,,,
1856,,,,14.206409,,,,
1857,,,,2.4700363,,,,
1858,,,,1.5957462,,,,
1859,,,,1.2621671,,,,
1860,,,,1.0773437,,,,
1861,,,,17.222794,,,,
1862,,,,13.028445,,,,
1863,,,,12.022165,,,,
1864,,,,21.685045,,,,
1865,,,,14.618166,,,,
1866,,,,22.987137,,,,
1867,,,,17.011923,,,,
1868,,,,1.7559644,,,,
1869,,,,2.4600124,,,,
1870,,,,1.429319,,,,
1871,,,,9.5291815,,,,
1872,,,,18.573427,,,,
1873,,,,8.181987,,,,
1874,,,,1.853259,,,,
1875,,,,25.819412,,,,
1876,,,,16.363247,,,,
1877,,,,15.988415,,,,
1878,,,,9.923457,,,,
1879,,,,2.6179373,,,,
1880,,,,3.4488642,,,,
1881,,,,4.8902693,,,,
1882,,,,5.3292737,,,,
1883,,,,18.17771,,,,
1884,,,,11.49522,,,,
1885,,,,4.145252,,,,
1886,,,,5.0373225,,,,
1887,,,,3.7467194,,,,
1888,,,,3.908235,,,,
1889,,,,1.3326076,,,,
1890,,,,2.487539,,,,
1891,,,,2.3478632,,,,
1892,,,,7.933181,,,,
1893,,,,14.333481,,,,
1894,,,,21.428833,,,,
1895,,,,34.96505,,,,
1896,,,,2.3843424,,,,
1897,,,,8.720305,,,,
1898,,,,11.105321,,,,
1899,,,,1.6498749,,,,
1900,,,,1.5141754,,,,
1901,,,,4.9869485,,,,
1902,,,,6.1150846,,,,
1903,,,,22.166603,,,,
1904,,,,30.412434,,,,
1905,,,,15.87633,,,,
1906,,,,11.560652,,,,
1907,,,,24.674225,,,,
1908,,,,10.185938,,,,
1909,,,,3.5301843,,,,
1910,,,,1.6461008,,,,
1911,,,,0.64735335,,,,
1912,,,,7.008235,,,,
1913,,,,1.3250424,,,,
1914,,,,14.009051,,,,
1915,,,,13.112996,,,,
1916,,,,21.526562,,,,
1917,,,,11.152687,,,,
1918,,,,9.621509,,,,
1919,,,,25.189157,,,,
1920,,,,1.4759692,,,,
1921,,,,2.8350096,,,,
1922,,,,1.5502032,,,,
1923,,,,12.524921,,,,
1924,,,,21.465778,,,,
