angle,Porosity,Surface_Area,Permeability_X,augmented,aug_perm,image_name
50,65.04974365,7642,1.1739947,0.64929575,0.0236879,1528
60,65.04516602,8131,0.7476156,0.95722306,0.037468318,1528
70,64.16625977,8360,0.50993407,1.4952159,0.061544668,1528
80,63.53912354,8587,0.3122082,1.8377085,0.076871957,1528
90,63.89312744,8527,0.26679385,2.228739,0.094371423,1528
100,64.26086426,8413,0.3154367,2.4047062,0.102246338,1528
110,64.69421387,8225,0.473553,2.6434803,0.112931999,1528
120,64.82543945,8158,0.64929575,2.7168505,0.116215475,1528
130,64.83917236,7643,0.95722306,2.4604032,0.1047389,1528
140,65.08636475,7642,1.4952159,2.1737204,0.091909221,1528
150,65.04211426,8147,1.8377085,2.0117514,0.084660756,1528
160,64.20440674,8382,2.228739,1.5013932,0.061821116,1528
170,63.52996826,8627,2.4047062,1.1739947,0.04716932,1528
180,63.92669678,8531,2.6434803,0.7476156,0.028087928,1528
0,63.85650635,8531,2.7168505,0.3122082,0.008602499,1529
10,64.23034668,8409,2.4604032,0.26679385,0.006570108,1529
20,64.71557617,8211,2.1737204,0.3154367,0.008746981,1529
30,64.83764648,8155,2.0117514,0.473553,0.01582303,1529
40,64.80407715,7638,1.5013932,0.64929575,0.0236879,1529
50,65.04974365,7642,1.1739947,0.95722306,0.037468318,1529
60,65.04516602,8131,0.7476156,1.4952159,0.061544668,1529
70,64.16625977,8360,0.50993407,1.8377085,0.076871957,1529
80,63.53912354,8587,0.3122082,2.228739,0.094371423,1529
90,63.89312744,8527,0.26679385,2.4047062,0.102246338,1529
100,64.26086426,8413,0.3154367,2.6434803,0.112931999,1529
110,64.69421387,8225,0.473553,2.7168505,0.116215475,1529
120,64.82543945,8158,0.64929575,2.4604032,0.1047389,1529
130,64.83917236,7643,0.95722306,2.1737204,0.091909221,1529
140,65.08636475,7642,1.4952159,2.0117514,0.084660756,1529
150,65.04211426,8147,1.8377085,1.5013932,0.061821116,1529
160,64.20440674,8382,2.228739,1.1739947,0.04716932,1529
170,63.52996826,8627,2.4047062,0.7476156,0.028087928,1529
180,63.92669678,8531,2.6434803,0.50993407,0.017451162,1529
0,63.85650635,8531,2.7168505,0.26679385,0.006570108,1530
10,64.23034668,8409,2.4604032,0.3154367,0.008746981,1530
20,64.71557617,8211,2.1737204,0.473553,0.01582303,1530
30,64.83764648,8155,2.0117514,0.64929575,0.0236879,1530
40,64.80407715,7638,1.5013932,0.95722306,0.037468318,1530
50,65.04974365,7642,1.1739947,1.4952159,0.061544668,1530
60,65.04516602,8131,0.7476156,1.8377085,0.076871957,1530
70,64.16625977,8360,0.50993407,2.228739,0.094371423,1530
80,63.53912354,8587,0.3122082,2.4047062,0.102246338,1530
90,63.89312744,8527,0.26679385,2.6434803,0.112931999,1530
100,64.26086426,8413,0.3154367,2.7168505,0.116215475,1530
110,64.69421387,8225,0.473553,2.4604032,0.1047389,1530
120,64.82543945,8158,0.64929575,2.1737204,0.091909221,1530
130,64.83917236,7643,0.95722306,2.0117514,0.084660756,1530
140,65.08636475,7642,1.4952159,1.5013932,0.061821116,1530
150,65.04211426,8147,1.8377085,1.1739947,0.04716932,1530
160,64.20440674,8382,2.228739,0.7476156,0.028087928,1530
170,63.52996826,8627,2.4047062,0.50993407,0.017451162,1530
180,63.92669678,8531,2.6434803,0.3122082,0.008602499,1530
0,63.85650635,8531,2.7168505,0.3154367,0.008746981,1531
10,64.23034668,8409,2.4604032,0.473553,0.01582303,1531
20,64.71557617,8211,2.1737204,0.64929575,0.0236879,1531
30,64.83764648,8155,2.0117514,0.95722306,0.037468318,1531
40,64.80407715,7638,1.5013932,1.4952159,0.061544668,1531
50,65.04974365,7642,1.1739947,1.8377085,0.076871957,1531
60,65.04516602,8131,0.7476156,2.228739,0.094371423,1531
70,64.16625977,8360,0.50993407,2.4047062,0.102246338,1531
80,63.53912354,8587,0.3122082,2.6434803,0.112931999,1531
90,63.89312744,8527,0.26679385,2.7168505,0.116215475,1531
100,64.26086426,8413,0.3154367,2.4604032,0.1047389,1531
110,64.69421387,8225,0.473553,2.1737204,0.091909221,1531
120,64.82543945,8158,0.64929575,2.0117514,0.084660756,1531
130,64.83917236,7643,0.95722306,1.5013932,0.061821116,1531
140,65.08636475,7642,1.4952159,1.1739947,0.04716932,1531
150,65.04211426,8147,1.8377085,0.7476156,0.028087928,1531
160,64.20440674,8382,2.228739,0.50993407,0.017451162,1531
170,63.52996826,8627,2.4047062,0.3122082,0.008602499,1531
180,63.92669678,8531,2.6434803,0.26679385,0.006570108,1531
0,63.85650635,8531,2.7168505,0.473553,0.01582303,1532
10,64.23034668,8409,2.4604032,0.64929575,0.0236879,1532
20,64.71557617,8211,2.1737204,0.95722306,0.037468318,1532
30,64.83764648,8155,2.0117514,1.4952159,0.061544668,1532
40,64.80407715,7638,1.5013932,1.8377085,0.076871957,1532
50,65.04974365,7642,1.1739947,2.228739,0.094371423,1532
60,65.04516602,8131,0.7476156,2.4047062,0.102246338,1532
70,64.16625977,8360,0.50993407,2.6434803,0.112931999,1532
80,63.53912354,8587,0.3122082,2.7168505,0.116215475,1532
90,63.89312744,8527,0.26679385,2.4604032,0.1047389,1532
100,64.26086426,8413,0.3154367,2.1737204,0.091909221,1532
110,64.69421387,8225,0.473553,2.0117514,0.084660756,1532
120,64.82543945,8158,0.64929575,1.5013932,0.061821116,1532
130,64.83917236,7643,0.95722306,1.1739947,0.04716932,1532
140,65.08636475,7642,1.4952159,0.7476156,0.028087928,1532
150,65.04211426,8147,1.8377085,0.50993407,0.017451162,1532
160,64.20440674,8382,2.228739,0.3122082,0.008602499,1532
170,63.52996826,8627,2.4047062,0.26679385,0.006570108,1532
180,63.92669678,8531,2.6434803,0.3154367,0.008746981,1532
0,63.85650635,8531,2.7168505,0.64929575,0.0236879,1533
10,64.23034668,8409,2.4604032,0.95722306,0.037468318,1533
20,64.71557617,8211,2.1737204,1.4952159,0.061544668,1533
30,64.83764648,8155,2.0117514,1.8377085,0.076871957,1533
40,64.80407715,7638,1.5013932,2.228739,0.094371423,1533
50,65.04974365,7642,1.1739947,2.4047062,0.102246338,1533
60,65.04516602,8131,0.7476156,2.6434803,0.112931999,1533
70,64.16625977,8360,0.50993407,2.7168505,0.116215475,1533
80,63.53912354,8587,0.3122082,2.4604032,0.1047389,1533
90,63.89312744,8527,0.26679385,2.1737204,0.091909221,1533
100,64.26086426,8413,0.3154367,2.0117514,0.084660756,1533
110,64.69421387,8225,0.473553,1.5013932,0.061821116,1533
120,64.82543945,8158,0.64929575,1.1739947,0.04716932,1533
130,64.83917236,7643,0.95722306,0.7476156,0.028087928,1533
140,65.08636475,7642,1.4952159,0.50993407,0.017451162,1533
150,65.04211426,8147,1.8377085,0.3122082,0.008602499,1533
160,64.20440674,8382,2.228739,0.26679385,0.006570108,1533
170,63.52996826,8627,2.4047062,0.3154367,0.008746981,1533
180,63.92669678,8531,2.6434803,0.473553,0.01582303,1533
0,63.85650635,8531,2.7168505,0.95722306,0.037468318,1534
10,64.23034668,8409,2.4604032,1.4952159,0.061544668,1534
20,64.71557617,8211,2.1737204,1.8377085,0.076871957,1534
30,64.83764648,8155,2.0117514,2.228739,0.094371423,1534
40,64.80407715,7638,1.5013932,2.4047062,0.102246338,1534
50,65.04974365,7642,1.1739947,2.6434803,0.112931999,1534
60,65.04516602,8131,0.7476156,2.7168505,0.116215475,1534
70,64.16625977,8360,0.50993407,2.4604032,0.1047389,1534
80,63.53912354,8587,0.3122082,2.1737204,0.091909221,1534
90,63.89312744,8527,0.26679385,2.0117514,0.084660756,1534
100,64.26086426,8413,0.3154367,1.5013932,0.061821116,1534
110,64.69421387,8225,0.473553,1.1739947,0.04716932,1534
120,64.82543945,8158,0.64929575,0.7476156,0.028087928,1534
130,64.83917236,7643,0.95722306,0.50993407,0.017451162,1534
140,65.08636475,7642,1.4952159,0.3122082,0.008602499,1534
150,65.04211426,8147,1.8377085,0.26679385,0.006570108,1534
160,64.20440674,8382,2.228739,0.3154367,0.008746981,1534
170,63.52996826,8627,2.4047062,0.473553,0.01582303,1534
180,63.92669678,8531,2.6434803,0.64929575,0.0236879,1534
0,63.85650635,8531,2.7168505,1.4952159,0.061544668,1535
10,64.23034668,8409,2.4604032,1.8377085,0.076871957,1535
20,64.71557617,8211,2.1737204,2.228739,0.094371423,1535
30,64.83764648,8155,2.0117514,2.4047062,0.102246338,1535
40,64.80407715,7638,1.5013932,2.6434803,0.112931999,1535
50,65.04974365,7642,1.1739947,2.7168505,0.116215475,1535
60,65.04516602,8131,0.7476156,2.4604032,0.1047389,1535
70,64.16625977,8360,0.50993407,2.1737204,0.091909221,1535
80,63.53912354,8587,0.3122082,2.0117514,0.084660756,1535
90,63.89312744,8527,0.26679385,1.5013932,0.061821116,1535
100,64.26086426,8413,0.3154367,1.1739947,0.04716932,1535
110,64.69421387,8225,0.473553,0.7476156,0.028087928,1535
120,64.82543945,8158,0.64929575,0.50993407,0.017451162,1535
130,64.83917236,7643,0.95722306,0.3122082,0.008602499,1535
140,65.08636475,7642,1.4952159,0.26679385,0.006570108,1535
150,65.04211426,8147,1.8377085,0.3154367,0.008746981,1535
160,64.20440674,8382,2.228739,0.473553,0.01582303,1535
170,63.52996826,8627,2.4047062,0.64929575,0.0236879,1535
180,63.92669678,8531,2.6434803,0.95722306,0.037468318,1535
0,63.85650635,8531,2.7168505,1.8377085,0.076871957,1536
10,64.23034668,8409,2.4604032,2.228739,0.094371423,1536
20,64.71557617,8211,2.1737204,2.4047062,0.102246338,1536
30,64.83764648,8155,2.0117514,2.6434803,0.112931999,1536
40,64.80407715,7638,1.5013932,2.7168505,0.116215475,1536
50,65.04974365,7642,1.1739947,2.4604032,0.1047389,1536
60,65.04516602,8131,0.7476156,2.1737204,0.091909221,1536
70,64.16625977,8360,0.50993407,2.0117514,0.084660756,1536
80,63.53912354,8587,0.3122082,1.5013932,0.061821116,1536
90,63.89312744,8527,0.26679385,1.1739947,0.04716932,1536
100,64.26086426,8413,0.3154367,0.7476156,0.028087928,1536
110,64.69421387,8225,0.473553,0.50993407,0.017451162,1536
120,64.82543945,8158,0.64929575,0.3122082,0.008602499,1536
130,64.83917236,7643,0.95722306,0.26679385,0.006570108,1536
140,65.08636475,7642,1.4952159,0.3154367,0.008746981,1536
150,65.04211426,8147,1.8377085,0.473553,0.01582303,1536
160,64.20440674,8382,2.228739,0.64929575,0.0236879,1536
170,63.52996826,8627,2.4047062,0.95722306,0.037468318,1536
180,63.92669678,8531,2.6434803,1.4952159,0.061544668,1536
0,63.85650635,8531,2.7168505,2.228739,0.094371423,1537
10,64.23034668,8409,2.4604032,2.4047062,0.102246338,1537
20,64.71557617,8211,2.1737204,2.6434803,0.112931999,1537
30,64.83764648,8155,2.0117514,2.7168505,0.116215475,1537
40,64.80407715,7638,1.5013932,2.4604032,0.1047389,1537
50,65.04974365,7642,1.1739947,2.1737204,0.091909221,1537
60,65.04516602,8131,0.7476156,2.0117514,0.084660756,1537
70,64.16625977,8360,0.50993407,1.5013932,0.061821116,1537
80,63.53912354,8587,0.3122082,1.1739947,0.04716932,1537
90,63.89312744,8527,0.26679385,0.7476156,0.028087928,1537
100,64.26086426,8413,0.3154367,0.50993407,0.017451162,1537
110,64.69421387,8225,0.473553,0.3122082,0.008602499,1537
120,64.82543945,8158,0.64929575,0.26679385,0.006570108,1537
130,64.83917236,7643,0.95722306,0.3154367,0.008746981,1537
140,65.08636475,7642,1.4952159,0.473553,0.01582303,1537
150,65.04211426,8147,1.8377085,0.64929575,0.0236879,1537
160,64.20440674,8382,2.228739,0.95722306,0.037468318,1537
170,63.52996826,8627,2.4047062,1.4952159,0.061544668,1537
180,63.92669678,8531,2.6434803,1.8377085,0.076871957,1537
0,63.85650635,8531,2.7168505,2.4047062,0.102246338,1538
10,64.23034668,8409,2.4604032,2.6434803,0.112931999,1538
20,64.71557617,8211,2.1737204,2.7168505,0.116215475,1538
30,64.83764648,8155,2.0117514,2.4604032,0.1047389,1538
40,64.80407715,7638,1.5013932,2.1737204,0.091909221,1538
50,65.04974365,7642,1.1739947,2.0117514,0.084660756,1538
60,65.04516602,8131,0.7476156,1.5013932,0.061821116,1538
70,64.16625977,8360,0.50993407,1.1739947,0.04716932,1538
80,63.53912354,8587,0.3122082,0.7476156,0.028087928,1538
90,63.89312744,8527,0.26679385,0.50993407,0.017451162,1538
100,64.26086426,8413,0.3154367,0.3122082,0.008602499,1538
110,64.69421387,8225,0.473553,0.26679385,0.006570108,1538
120,64.82543945,8158,0.64929575,0.3154367,0.008746981,1538
130,64.83917236,7643,0.95722306,0.473553,0.01582303,1538
140,65.08636475,7642,1.4952159,0.64929575,0.0236879,1538
150,65.04211426,8147,1.8377085,0.95722306,0.037468318,1538
160,64.20440674,8382,2.228739,1.4952159,0.061544668,1538
170,63.52996826,8627,2.4047062,1.8377085,0.076871957,1538
180,63.92669678,8531,2.6434803,2.228739,0.094371423,1538
0,63.85650635,8531,2.7168505,2.6434803,0.112931999,1539
10,64.23034668,8409,2.4604032,2.7168505,0.116215475,1539
20,64.71557617,8211,2.1737204,2.4604032,0.1047389,1539
30,64.83764648,8155,2.0117514,2.1737204,0.091909221,1539
40,64.80407715,7638,1.5013932,2.0117514,0.084660756,1539
50,65.04974365,7642,1.1739947,1.5013932,0.061821116,1539
60,65.04516602,8131,0.7476156,1.1739947,0.04716932,1539
70,64.16625977,8360,0.50993407,0.7476156,0.028087928,1539
80,63.53912354,8587,0.3122082,0.50993407,0.017451162,1539
90,63.89312744,8527,0.26679385,0.3122082,0.008602499,1539
100,64.26086426,8413,0.3154367,0.26679385,0.006570108,1539
110,64.69421387,8225,0.473553,0.3154367,0.008746981,1539
120,64.82543945,8158,0.64929575,0.473553,0.01582303,1539
130,64.83917236,7643,0.95722306,0.64929575,0.0236879,1539
140,65.08636475,7642,1.4952159,0.95722306,0.037468318,1539
150,65.04211426,8147,1.8377085,1.4952159,0.061544668,1539
160,64.20440674,8382,2.228739,1.8377085,0.076871957,1539
170,63.52996826,8627,2.4047062,2.228739,0.094371423,1539
180,63.92669678,8531,2.6434803,2.4047062,0.102246338,1539
0,64.01977539,5418,6.7701693,6.7701693,0.297610312,1540
10,63.26904297,5542,7.6156144,7.6156144,0.33544582,1540
20,63.07678223,5427,7.4964542,7.4964542,0.330113142,1540
30,63.76495361,5287,7.3068476,7.3068476,0.321627834,1540
40,65.03143311,4950,6.1973686,6.1973686,0.271976234,1540
50,65.87219238,4739,4.935464,4.935464,0.215503257,1540
60,65.69061279,4979,4.029255,4.029255,0.174948432,1540
70,64.52026367,5239,3.1516957,3.1516957,0.135675744,1540
80,63.88092041,5363,1.6080707,1.6080707,0.066595166,1540
90,63.90380859,5430,1.8189684,1.8189684,0.076033297,1540
100,63.16070557,5562,1.5893061,1.5893061,0.065755409,1540
110,62.95318604,5434,1.7679973,1.7679973,0.073752229,1540
120,63.70391846,5293,1.9899328,1.9899328,0.083684326,1540
130,64.97955322,4979,3.731739,3.731739,0.161633944,1540
140,65.80505371,4745,5.095797,5.095797,0.222678508,1540
150,65.66314697,4990,5.4285293,5.4285293,0.237569002,1540
160,64.50958252,5238,5.491419,5.491419,0.240383453,1540
170,63.89770508,5347,5.987378,5.987378,0.262578698,1540
180,64.02893066,5428,6.872636,6.872636,0.30219592,1540
0,64.01977539,5418,6.7701693,7.6156144,0.33544582,1541
10,63.26904297,5542,7.6156144,7.4964542,0.330113142,1541
20,63.07678223,5427,7.4964542,7.3068476,0.321627834,1541
30,63.76495361,5287,7.3068476,6.1973686,0.271976234,1541
40,65.03143311,4950,6.1973686,4.935464,0.215503257,1541
50,65.87219238,4739,4.935464,4.029255,0.174948432,1541
60,65.69061279,4979,4.029255,3.1516957,0.135675744,1541
70,64.52026367,5239,3.1516957,1.6080707,0.066595166,1541
80,63.88092041,5363,1.6080707,1.8189684,0.076033297,1541
90,63.90380859,5430,1.8189684,1.5893061,0.065755409,1541
100,63.16070557,5562,1.5893061,1.7679973,0.073752229,1541
110,62.95318604,5434,1.7679973,1.9899328,0.083684326,1541
120,63.70391846,5293,1.9899328,3.731739,0.161633944,1541
130,64.97955322,4979,3.731739,5.095797,0.222678508,1541
140,65.80505371,4745,5.095797,5.4285293,0.237569002,1541
150,65.66314697,4990,5.4285293,5.491419,0.240383453,1541
160,64.50958252,5238,5.491419,5.987378,0.262578698,1541
170,63.89770508,5347,5.987378,6.872636,0.30219592,1541
180,64.02893066,5428,6.872636,6.7701693,0.297610312,1541
0,64.01977539,5418,6.7701693,7.4964542,0.330113142,1542
10,63.26904297,5542,7.6156144,7.3068476,0.321627834,1542
20,63.07678223,5427,7.4964542,6.1973686,0.271976234,1542
30,63.76495361,5287,7.3068476,4.935464,0.215503257,1542
40,65.03143311,4950,6.1973686,4.029255,0.174948432,1542
50,65.87219238,4739,4.935464,3.1516957,0.135675744,1542
60,65.69061279,4979,4.029255,1.6080707,0.066595166,1542
70,64.52026367,5239,3.1516957,1.8189684,0.076033297,1542
80,63.88092041,5363,1.6080707,1.5893061,0.065755409,1542
90,63.90380859,5430,1.8189684,1.7679973,0.073752229,1542
100,63.16070557,5562,1.5893061,1.9899328,0.083684326,1542
110,62.95318604,5434,1.7679973,3.731739,0.161633944,1542
120,63.70391846,5293,1.9899328,5.095797,0.222678508,1542
130,64.97955322,4979,3.731739,5.4285293,0.237569002,1542
140,65.80505371,4745,5.095797,5.491419,0.240383453,1542
150,65.66314697,4990,5.4285293,5.987378,0.262578698,1542
160,64.50958252,5238,5.491419,6.872636,0.30219592,1542
170,63.89770508,5347,5.987378,6.7701693,0.297610312,1542
180,64.02893066,5428,6.872636,7.6156144,0.33544582,1542
0,64.01977539,5418,6.7701693,7.3068476,0.321627834,1543
10,63.26904297,5542,7.6156144,6.1973686,0.271976234,1543
20,63.07678223,5427,7.4964542,4.935464,0.215503257,1543
30,63.76495361,5287,7.3068476,4.029255,0.174948432,1543
40,65.03143311,4950,6.1973686,3.1516957,0.135675744,1543
50,65.87219238,4739,4.935464,1.6080707,0.066595166,1543
60,65.69061279,4979,4.029255,1.8189684,0.076033297,1543
70,64.52026367,5239,3.1516957,1.5893061,0.065755409,1543
80,63.88092041,5363,1.6080707,1.7679973,0.073752229,1543
90,63.90380859,5430,1.8189684,1.9899328,0.083684326,1543
100,63.16070557,5562,1.5893061,3.731739,0.161633944,1543
110,62.95318604,5434,1.7679973,5.095797,0.222678508,1543
120,63.70391846,5293,1.9899328,5.4285293,0.237569002,1543
130,64.97955322,4979,3.731739,5.491419,0.240383453,1543
140,65.80505371,4745,5.095797,5.987378,0.262578698,1543
150,65.66314697,4990,5.4285293,6.872636,0.30219592,1543
160,64.50958252,5238,5.491419,6.7701693,0.297610312,1543
170,63.89770508,5347,5.987378,7.6156144,0.33544582,1543
180,64.02893066,5428,6.872636,7.4964542,0.330113142,1543
0,64.01977539,5418,6.7701693,6.1973686,0.271976234,1544
10,63.26904297,5542,7.6156144,4.935464,0.215503257,1544
20,63.07678223,5427,7.4964542,4.029255,0.174948432,1544
30,63.76495361,5287,7.3068476,3.1516957,0.135675744,1544
40,65.03143311,4950,6.1973686,1.6080707,0.066595166,1544
50,65.87219238,4739,4.935464,1.8189684,0.076033297,1544
60,65.69061279,4979,4.029255,1.5893061,0.065755409,1544
70,64.52026367,5239,3.1516957,1.7679973,0.073752229,1544
80,63.88092041,5363,1.6080707,1.9899328,0.083684326,1544
90,63.90380859,5430,1.8189684,3.731739,0.161633944,1544
100,63.16070557,5562,1.5893061,5.095797,0.222678508,1544
110,62.95318604,5434,1.7679973,5.4285293,0.237569002,1544
120,63.70391846,5293,1.9899328,5.491419,0.240383453,1544
130,64.97955322,4979,3.731739,5.987378,0.262578698,1544
140,65.80505371,4745,5.095797,6.872636,0.30219592,1544
150,65.66314697,4990,5.4285293,6.7701693,0.297610312,1544
160,64.50958252,5238,5.491419,7.6156144,0.33544582,1544
170,63.89770508,5347,5.987378,7.4964542,0.330113142,1544
180,64.02893066,5428,6.872636,7.3068476,0.321627834,1544
0,64.01977539,5418,6.7701693,4.935464,0.215503257,1545
10,63.26904297,5542,7.6156144,4.029255,0.174948432,1545
20,63.07678223,5427,7.4964542,3.1516957,0.135675744,1545
30,63.76495361,5287,7.3068476,1.6080707,0.066595166,1545
40,65.03143311,4950,6.1973686,1.8189684,0.076033297,1545
50,65.87219238,4739,4.935464,1.5893061,0.065755409,1545
60,65.69061279,4979,4.029255,1.7679973,0.073752229,1545
70,64.52026367,5239,3.1516957,1.9899328,0.083684326,1545
80,63.88092041,5363,1.6080707,3.731739,0.161633944,1545
90,63.90380859,5430,1.8189684,5.095797,0.222678508,1545
100,63.16070557,5562,1.5893061,5.4285293,0.237569002,1545
110,62.95318604,5434,1.7679973,5.491419,0.240383453,1545
120,63.70391846,5293,1.9899328,5.987378,0.262578698,1545
130,64.97955322,4979,3.731739,6.872636,0.30219592,1545
140,65.80505371,4745,5.095797,6.7701693,0.297610312,1545
150,65.66314697,4990,5.4285293,7.6156144,0.33544582,1545
160,64.50958252,5238,5.491419,7.4964542,0.330113142,1545
170,63.89770508,5347,5.987378,7.3068476,0.321627834,1545
180,64.02893066,5428,6.872636,6.1973686,0.271976234,1545
0,64.01977539,5418,6.7701693,4.029255,0.174948432,1546
10,63.26904297,5542,7.6156144,3.1516957,0.135675744,1546
20,63.07678223,5427,7.4964542,1.6080707,0.066595166,1546
30,63.76495361,5287,7.3068476,1.8189684,0.076033297,1546
40,65.03143311,4950,6.1973686,1.5893061,0.065755409,1546
50,65.87219238,4739,4.935464,1.7679973,0.073752229,1546
60,65.69061279,4979,4.029255,1.9899328,0.083684326,1546
70,64.52026367,5239,3.1516957,3.731739,0.161633944,1546
80,63.88092041,5363,1.6080707,5.095797,0.222678508,1546
90,63.90380859,5430,1.8189684,5.4285293,0.237569002,1546
100,63.16070557,5562,1.5893061,5.491419,0.240383453,1546
110,62.95318604,5434,1.7679973,5.987378,0.262578698,1546
120,63.70391846,5293,1.9899328,6.872636,0.30219592,1546
130,64.97955322,4979,3.731739,6.7701693,0.297610312,1546
140,65.80505371,4745,5.095797,7.6156144,0.33544582,1546
150,65.66314697,4990,5.4285293,7.4964542,0.330113142,1546
160,64.50958252,5238,5.491419,7.3068476,0.321627834,1546
170,63.89770508,5347,5.987378,6.1973686,0.271976234,1546
180,64.02893066,5428,6.872636,4.935464,0.215503257,1546
0,64.01977539,5418,6.7701693,3.1516957,0.135675744,1547
10,63.26904297,5542,7.6156144,1.6080707,0.066595166,1547
20,63.07678223,5427,7.4964542,1.8189684,0.076033297,1547
30,63.76495361,5287,7.3068476,1.5893061,0.065755409,1547
40,65.03143311,4950,6.1973686,1.7679973,0.073752229,1547
50,65.87219238,4739,4.935464,1.9899328,0.083684326,1547
60,65.69061279,4979,4.029255,3.731739,0.161633944,1547
70,64.52026367,5239,3.1516957,5.095797,0.222678508,1547
80,63.88092041,5363,1.6080707,5.4285293,0.237569002,1547
90,63.90380859,5430,1.8189684,5.491419,0.240383453,1547
100,63.16070557,5562,1.5893061,5.987378,0.262578698,1547
110,62.95318604,5434,1.7679973,6.872636,0.30219592,1547
120,63.70391846,5293,1.9899328,6.7701693,0.297610312,1547
130,64.97955322,4979,3.731739,7.6156144,0.33544582,1547
140,65.80505371,4745,5.095797,7.4964542,0.330113142,1547
150,65.66314697,4990,5.4285293,7.3068476,0.321627834,1547
160,64.50958252,5238,5.491419,6.1973686,0.271976234,1547
170,63.89770508,5347,5.987378,4.935464,0.215503257,1547
180,64.02893066,5428,6.872636,4.029255,0.174948432,1547
0,64.01977539,5418,6.7701693,1.6080707,0.066595166,1548
10,63.26904297,5542,7.6156144,1.8189684,0.076033297,1548
20,63.07678223,5427,7.4964542,1.5893061,0.065755409,1548
30,63.76495361,5287,7.3068476,1.7679973,0.073752229,1548
40,65.03143311,4950,6.1973686,1.9899328,0.083684326,1548
50,65.87219238,4739,4.935464,3.731739,0.161633944,1548
60,65.69061279,4979,4.029255,5.095797,0.222678508,1548
70,64.52026367,5239,3.1516957,5.4285293,0.237569002,1548
80,63.88092041,5363,1.6080707,5.491419,0.240383453,1548
90,63.90380859,5430,1.8189684,5.987378,0.262578698,1548
100,63.16070557,5562,1.5893061,6.872636,0.30219592,1548
110,62.95318604,5434,1.7679973,6.7701693,0.297610312,1548
120,63.70391846,5293,1.9899328,7.6156144,0.33544582,1548
130,64.97955322,4979,3.731739,7.4964542,0.330113142,1548
140,65.80505371,4745,5.095797,7.3068476,0.321627834,1548
150,65.66314697,4990,5.4285293,6.1973686,0.271976234,1548
160,64.50958252,5238,5.491419,4.935464,0.215503257,1548
170,63.89770508,5347,5.987378,4.029255,0.174948432,1548
180,64.02893066,5428,6.872636,3.1516957,0.135675744,1548
0,64.01977539,5418,6.7701693,1.8189684,0.076033297,1549
10,63.26904297,5542,7.6156144,1.5893061,0.065755409,1549
20,63.07678223,5427,7.4964542,1.7679973,0.073752229,1549
30,63.76495361,5287,7.3068476,1.9899328,0.083684326,1549
40,65.03143311,4950,6.1973686,3.731739,0.161633944,1549
50,65.87219238,4739,4.935464,5.095797,0.222678508,1549
60,65.69061279,4979,4.029255,5.4285293,0.237569002,1549
70,64.52026367,5239,3.1516957,5.491419,0.240383453,1549
80,63.88092041,5363,1.6080707,5.987378,0.262578698,1549
90,63.90380859,5430,1.8189684,6.872636,0.30219592,1549
100,63.16070557,5562,1.5893061,6.7701693,0.297610312,1549
110,62.95318604,5434,1.7679973,7.6156144,0.33544582,1549
120,63.70391846,5293,1.9899328,7.4964542,0.330113142,1549
130,64.97955322,4979,3.731739,7.3068476,0.321627834,1549
140,65.80505371,4745,5.095797,6.1973686,0.271976234,1549
150,65.66314697,4990,5.4285293,4.935464,0.215503257,1549
160,64.50958252,5238,5.491419,4.029255,0.174948432,1549
170,63.89770508,5347,5.987378,3.1516957,0.135675744,1549
180,64.02893066,5428,6.872636,1.6080707,0.066595166,1549
0,64.01977539,5418,6.7701693,1.5893061,0.065755409,1550
10,63.26904297,5542,7.6156144,1.7679973,0.073752229,1550
20,63.07678223,5427,7.4964542,1.9899328,0.083684326,1550
30,63.76495361,5287,7.3068476,3.731739,0.161633944,1550
40,65.03143311,4950,6.1973686,5.095797,0.222678508,1550
50,65.87219238,4739,4.935464,5.4285293,0.237569002,1550
60,65.69061279,4979,4.029255,5.491419,0.240383453,1550
70,64.52026367,5239,3.1516957,5.987378,0.262578698,1550
80,63.88092041,5363,1.6080707,6.872636,0.30219592,1550
90,63.90380859,5430,1.8189684,6.7701693,0.297610312,1550
100,63.16070557,5562,1.5893061,7.6156144,0.33544582,1550
110,62.95318604,5434,1.7679973,7.4964542,0.330113142,1550
120,63.70391846,5293,1.9899328,7.3068476,0.321627834,1550
130,64.97955322,4979,3.731739,6.1973686,0.271976234,1550
140,65.80505371,4745,5.095797,4.935464,0.215503257,1550
150,65.66314697,4990,5.4285293,4.029255,0.174948432,1550
160,64.50958252,5238,5.491419,3.1516957,0.135675744,1550
170,63.89770508,5347,5.987378,1.6080707,0.066595166,1550
180,64.02893066,5428,6.872636,1.8189684,0.076033297,1550
0,64.01977539,5418,6.7701693,1.7679973,0.073752229,1551
10,63.26904297,5542,7.6156144,1.9899328,0.083684326,1551
20,63.07678223,5427,7.4964542,3.731739,0.161633944,1551
30,63.76495361,5287,7.3068476,5.095797,0.222678508,1551
40,65.03143311,4950,6.1973686,5.4285293,0.237569002,1551
50,65.87219238,4739,4.935464,5.491419,0.240383453,1551
60,65.69061279,4979,4.029255,5.987378,0.262578698,1551
70,64.52026367,5239,3.1516957,6.872636,0.30219592,1551
80,63.88092041,5363,1.6080707,6.7701693,0.297610312,1551
90,63.90380859,5430,1.8189684,7.6156144,0.33544582,1551
